Character,Line,Tokens
Marshall,i have not really been attacked by a monkey i invented it for that lily buys a gun,"['really', 'attacked', 'monkey', 'invented', 'lily', 'buys', 'gun']"
Lily,you have not been attacked by a monkey,"['attacked', 'monkey']"
Marshall,what are you talking baby of course i do,"['talking', 'baby', 'course']"
Robin,great tell it to america five minutes,"['great', 'tell', 'america', 'five', 'minutes']"
Marshall,not five minutes i have not been attacked by a monkey,"['five', 'minutes', 'attacked', 'monkey']"
Lily,its good i buy a gun,"['good', 'buy', 'gun']"
Marshall,no i got mugged,['mugged']
Marshall,no i have not been mugged,['mugged']
Barney,you know if it was attacked,"['know', 'attacked']"
Ted,i have no idea,['idea']
Lily,tell us just what happened,"['tell', 'us', 'happened']"
Robin,yes tell us the truth,"['tell', 'us', 'truth']"
Marshall,okay that is the truth i go back back to bed,"['truth', 'back', 'back', 'bed']"
Robin,sht okay put a microphone,"['sht', 'put', 'microphone']"
Ted,micro and makeup in place the socks of the arch duchess,"['micro', 'makeup', 'place', 'socks', 'arch', 'duchess']"
Barney,it was not very satisfactory when i tell that he was attacked by a monkey and i keep the stuff of banana it was good,"['satisfactory', 'tell', 'attacked', 'monkey', 'keep', 'stuff', 'banana', 'good']"
Ted,barney stop lying you can not put another end because the conclusion does not satisfy you,"['barney', 'stop', 'lying', 'put', 'another', 'end', 'conclusion', 'satisfy']"
Barney,really well believe me mosby one day you shall tell this story and youll see things my way,"['really', 'believe', 'mosby', 'one', 'day', 'shall', 'tell', 'story', 'see', 'things', 'way']"
Ted,i doubt it,['doubt']
Ted,its really happening,"['really', 'happening']"
Barney,of course ted,"['course', 'ted']"
Ted,please do not,['please']
Ted,please stop,"['please', 'stop']"
Ted,mom mom its good youre not obliged to ask you with him theres full of guys,"['mom', 'mom', 'good', 'obliged', 'ask', 'theres', 'full', 'guys']"
Ted,yeah finally i im glad youre happy,"['finally', 'glad', 'happy']"
Lily,oh congratulations,['congratulations']
Marshall,were so happy for you,['happy']
Ted,i love to listen to you mom,"['love', 'listen', 'mom']"
Robin,best,['best']
Ted,oh my god,['god']
Barney,guys guys guess what robin has done,"['guys', 'guys', 'guess', 'robin', 'done']"
Barney,youre currently whining,"['currently', 'whining']"
Robin,i know its stupid but and the dragon they are happy you know,"['know', 'stupid', 'dragon', 'happy', 'know']"
Barney,not as much as me robin guys guys guess what robin has done,"['much', 'robin', 'guys', 'guys', 'guess', 'robin', 'done']"
Barney,and then i just tell you guys what robin has done but you were there for i must tell you the rest of the wedding aunt meredith,"['tell', 'guys', 'robin', 'done', 'must', 'tell', 'rest', 'wedding', 'aunt', 'meredith']"
Barney,robin whining during the song clint oh ive already said the super good sister of ted heather,"['robin', 'whining', 'song', 'clint', 'already', 'said', 'super', 'good', 'sister', 'ted', 'heather']"
Ted,i gotta go,['ta']
Marshall,wait ted and your speech,"['wait', 'ted', 'speech']"
Ted,inventing an emergency or anything i i ill get it,"['inventing', 'emergency', 'anything', 'ill']"
Marshall,ted ted what are you doing it is the marriage of your mother,"['ted', 'ted', 'marriage', 'mother']"
Barney,uncle larry sky gods niagara falls it is empty,"['uncle', 'larry', 'sky', 'gods', 'niagara', 'falls', 'empty']"
Lily,seriously ted is fine i mean i know that the weekend was hard but hey its weird radio silence,"['seriously', 'ted', 'fine', 'mean', 'know', 'weekend', 'hard', 'hey', 'weird', 'radio', 'silence']"
Robin,i know his mother called such five times to ask where he was,"['know', 'mother', 'called', 'five', 'times', 'ask']"
Barney,sorry robin they are all out of pretzels and i know how youre emotional  shh leave it alone,"['sorry', 'robin', 'pretzels', 'know', 'emotional', 'shh', 'leave', 'alone']"
Robin,okay okay i i cried during the song clint,"['cried', 'song', 'clint']"
Barney,she cried to the song of clint,"['cried', 'song', 'clint']"
Ted,hi guys,"['hi', 'guys']"
Lily,ted where were you,['ted']
Robin,is that okay,[]
Ted,oh thats fine im in top form go well take a look,"['fine', 'top', 'form', 'take', 'look']"
Marshall,hey man you would not possibly let someone who does not like a kind of mania old driving license,"['hey', 'man', 'possibly', 'let', 'someone', 'kind', 'mania', 'old', 'driving', 'license']"
Lily,yeah but where were going to end,"['going', 'end']"
Ted,first let me tell you what happened on the wedding day,"['first', 'let', 'tell', 'happened', 'wedding', 'day']"
Ted,watching my mother to marry i realized how i was late in relation to it on my life im just going to leave here so i walked into my hotel room and i went on a website where i go sometimes when i have trouble sleeping,"['watching', 'mother', 'marry', 'realized', 'late', 'relation', 'life', 'going', 'leave', 'walked', 'hotel', 'room', 'went', 'website', 'sometimes', 'trouble', 'sleeping']"
Lily,we do not want to know what you do on the internet when you feel alone,"['want', 'know', 'internet', 'feel', 'alone']"
Ted,i have not spent it is not that part of the night i was talking about,"['spent', 'part', 'night', 'talking']"
Ted,i was on my favorite site for real estate auction come on we all did visit some properties on the site,"['favorite', 'site', 'real', 'estate', 'auction', 'come', 'visit', 'properties', 'site']"
Ted,guys i just bought the house of my dreams,"['guys', 'bought', 'house', 'dreams']"
Lily,what are you saying that you bought the house,"['saying', 'bought', 'house']"
Ted,i mean i put an online auction and i won the next day and i was accepted i have just finalized all the paperwork,"['mean', 'put', 'online', 'auction', 'next', 'day', 'accepted', 'finalized', 'paperwork']"
Barney,and that was fine with blair witch and she tried to haggle on closing costs,"['fine', 'blair', 'witch', 'tried', 'haggle', 'closing', 'costs']"
Marshall,try not to laugh with you that man,"['try', 'laugh', 'man']"
Ted,so i thought this piece would be the desktop you see a place just for dad i mean kids can come if they read a book but no toy this is not about to hold my love it is rather a question of drawing a boundary,"['thought', 'piece', 'desktop', 'see', 'place', 'dad', 'mean', 'kids', 'come', 'read', 'book', 'toy', 'hold', 'love', 'rather', 'question', 'drawing', 'boundary']"
Robin,whoa,['whoa']
Lily,ted youre barge it will take years and a small fortune for it to be liveable,"['ted', 'barge', 'take', 'years', 'small', 'fortune', 'liveable']"
Ted,im an architect i would find a way and if i start now this is over so that my wife and i can move,"['architect', 'find', 'way', 'start', 'wife', 'move']"
Barney,is it in the room with us right now ted,"['room', 'us', 'right', 'ted']"
Ted,okay okay i know i have not found ms mosby yet but i will get it knock on wood,"['know', 'found', 'ms', 'mosby', 'yet', 'knock', 'wood']"
Marshall,look out man,"['look', 'man']"
Lily,ted you can not go on like this where you will make your life it does not work like that,"['ted', 'make', 'life', 'work']"
Robin,yeah i agree this is perhaps the dumbest thing youve ever done,"['agree', 'perhaps', 'dumbest', 'thing', 'ever', 'done']"
Barney,the dumbest thing that onve ever done,"['dumbest', 'thing', 'onve', 'ever', 'done']"
Marshall,okay well ted let alone a little right,"['ted', 'let', 'alone', 'little', 'right']"
Ted,thank you,['thank']
Marshall,okay we all did stupid stuff in our lives for example i remember once when i put the rocket in the bathroom and tried to put them to dry in the microwave,"['stupid', 'stuff', 'lives', 'example', 'remember', 'put', 'rocket', 'bathroom', 'tried', 'put', 'dry', 'microwave']"
Robin,my god you had to be completely stuffed,"['god', 'completely', 'stuffed']"
Barney,no its too dumb to whether adult it should be child when it happened,"['dumb', 'whether', 'adult', 'child', 'happened']"
Robin,children why,['children']
Barney,put rockets in,"['put', 'rockets']"
Marshall,oh my god guys great new game drunk or child i was what guess,"['god', 'guys', 'great', 'new', 'game', 'drunk', 'child', 'guess']"
Lily,bourre,['bourre']
Robin,bourre,['bourre']
Barney,gamin,['gamin']
Ted,gamin,['gamin']
Marshall,drum roll please i was drunk,"['drum', 'roll', 'please', 'drunk']"
Barney,you know im glad robin have guessed because it is really sensitive and fragile i talk about the times she cried during the song clint and while i whisper i hope she hears me,"['know', 'glad', 'robin', 'guessed', 'really', 'sensitive', 'fragile', 'talk', 'times', 'cried', 'song', 'clint', 'whisper', 'hope', 'hears']"
Robin,it was not me,[]
Lily,what,[]
Robin,its not me who cried during the song clint,"['cried', 'song', 'clint']"
Robin,are you crying,['crying']
Barney,i know its silly but and the dragon they are happy you know,"['know', 'silly', 'dragon', 'happy', 'know']"
Robin,not as much as me,['much']
Barney,i shall spin you  dollars if it happened to you instead of me,"['shall', 'spin', 'dollars', 'happened', 'instead']"
Robin,  no worries,['worries']
Barney,thank you robin you saved me an explanation and an excruciating public humiliation guys guys guess what robin has done,"['thank', 'robin', 'saved', 'explanation', 'excruciating', 'public', 'humiliation', 'guys', 'guys', 'guess', 'robin', 'done']"
Barney,wait youre,['wait']
Ted,oh great i began to think that you would not come,"['great', 'began', 'think', 'come']"
Ted,hmm,['hmm']
Barney,wait wait you will inspect the place where now,"['wait', 'wait', 'inspect', 'place']"
Ted,well yeah,[]
Marshall,okay well well just remember that we all did stupid stuff in our lives okay for example once i tried to cycle on an extension ladder to a roof of a twostory house the only question is i was a kid or drunk drum roll please,"['remember', 'stupid', 'stuff', 'lives', 'example', 'tried', 'cycle', 'extension', 'ladder', 'roof', 'twostory', 'house', 'question', 'kid', 'drunk', 'drum', 'roll', 'please']"
Marshall,i was,[]
Marshall,a kid mom are you you always make a fuss about nothing,"['kid', 'mom', 'always', 'make', 'fuss', 'nothing']"
Ted,hey check the porch huh go i will put a gate thereevery sunday here itll be a huge party sausage,"['hey', 'check', 'porch', 'huh', 'put', 'gate', 'thereevery', 'sunday', 'itll', 'huge', 'party', 'sausage']"
Marshall,hmm sausage party,"['hmm', 'sausage', 'party']"
Ted,burgers burgers will be made,"['burgers', 'burgers', 'made']"
Lily,ted stop that you can not keep this house this is a huge mistake,"['ted', 'stop', 'keep', 'house', 'huge', 'mistake']"
Ted,lily listen to me i had a plan right a woman a house children and it turned out that the universe is really sht to what is the wife and children so what is the thing i can control the house i bought its not a huge mistake,"['lily', 'listen', 'plan', 'right', 'woman', 'house', 'children', 'turned', 'universe', 'really', 'sht', 'wife', 'children', 'thing', 'control', 'house', 'bought', 'huge', 'mistake']"
Marshall,exactly now i currently drive the car of my brother in the opposite direction on i now that was a big mistake i was a kid,"['exactly', 'currently', 'drive', 'car', 'brother', 'opposite', 'direction', 'big', 'mistake', 'kid']"
Robin,wow barney youve been crying about this guy or what,"['wow', 'barney', 'crying', 'guy']"
Lily,you see you should have waited to see all the problems that home,"['see', 'waited', 'see', 'problems', 'home']"
Ted,you can always have problems with any decision but you can not let that stop you first day in college marshall knew he wanted to spend his life with you and if someone was there to contradict his decision,"['always', 'problems', 'decision', 'let', 'stop', 'first', 'day', 'college', 'marshall', 'knew', 'wanted', 'spend', 'life', 'someone', 'contradict', 'decision']"
Marshall,i know this is our second hot date but lily aldrin i will marry you,"['know', 'second', 'hot', 'date', 'lily', 'aldrin', 'marry']"
Ted,but marshall took the risk and thats the best thing that ever happened to you both,"['marshall', 'took', 'risk', 'best', 'thing', 'ever', 'happened']"
Barney,it was robin what yes it was robin who cried at the song clint but she said i know what she said but thats not what she wanted you to know,"['robin', 'robin', 'cried', 'song', 'clint', 'said', 'know', 'said', 'wanted', 'know']"
Robin,look barney i support most all these jokes about me crying and if i claim to prove it was you who was crying that you would not be a problem,"['look', 'barney', 'support', 'jokes', 'crying', 'claim', 'prove', 'crying', 'problem']"
